gene_id,description,function_group,group_name,function_subgroup,subgroup_name
sll1525,phosphoribulokinase,H,Photosynthesis and respiration,H2,CO2 fixation
slr0009,ribulose bisphosphate carboxylase large subunit,H,Photosynthesis and respiration,H2,CO2 fixation
slr0012,ribulose bisphosphate carboxylase small subunit,H,Photosynthesis and respiration,H2,CO2 fixation
slr0051,periplasmic beta-type carbonic anhydrase,H,Photosynthesis and respiration,H2,CO2 fixation
slr0436,carbon dioxide concentrating mechanism protein CcmO,H,Photosynthesis and respiration,H2,CO2 fixation
slr0783,triosephosphate isomerase,H,Photosynthesis and respiration,H2,CO2 fixation
slr1347,beta-type carbonic anhydrase localized in the carboxysome,H,Photosynthesis and respiration,H2,CO2 fixation
slr1838,"carbon dioxide concentrating mechanism protein CcmK homolog 3, putative carboxysome assembly protein",H,Photosynthesis and respiration,H2,CO2 fixation
slr1839,"carbon dioxide concentrating mechanism protein CcmK homolog 4, putative carboxysome assembly protein",H,Photosynthesis and respiration,H2,CO2 fixation
sll1182,cytochrome b6-f complex alternative iron-sulfur subunit (Rieske iron sulfur protein),H,Photosynthesis and respiration,H3,Cytochrome b6/f complex
sll1316,cytochrome b6-f complex iron-sulfur subunit (Rieske iron sulfur protein),H,Photosynthesis and respiration,H3,Cytochrome b6/f complex
sll1317,"apocytochrome f,  component of cytochrome b6/f complex",H,Photosynthesis and respiration,H3,Cytochrome b6/f complex
slr0342,cytochrome b6,H,Photosynthesis and respiration,H3,Cytochrome b6/f complex
slr0343,cytochrome b6-f complex subunit 4,H,Photosynthesis and respiration,H3,Cytochrome b6/f complex
slr1185,cytochrome b6-f complex alternative iron-sulfur subunit (Rieske iron sulfur protein),H,Photosynthesis and respiration,H3,Cytochrome b6/f complex
sml0004,cytochrome b6-f complex subunit VIII,H,Photosynthesis and respiration,H3,Cytochrome b6/f complex
smr0003,cytochrome b6-f complex subunit PetM,H,Photosynthesis and respiration,H3,Cytochrome b6/f complex
smr0010,cytochrome b6-f complex subunit 5,H,Photosynthesis and respiration,H3,Cytochrome b6/f complex
sll0026,"NADH dehydrogenase subunit 5 (involved in constitutive, low affinity CO2 uptake)",H,Photosynthesis and respiration,H5,NADH dehydrogenase
sll0027,"NADH dehydrogenase subunit 4 (involved in constitutive, low affinity CO2 uptake)",H,Photosynthesis and respiration,H5,NADH dehydrogenase
sll0223,NADH dehydrogenase subunit 2,H,Photosynthesis and respiration,H5,NADH dehydrogenase
sll0519,NADH dehydrogenase subunit 1,H,Photosynthesis and respiration,H5,NADH dehydrogenase
sll0520,NADH dehydrogenase subunit NdhI,H,Photosynthesis and respiration,H5,NADH dehydrogenase
sll0521,NADH dehydrogenase subunit 6,H,Photosynthesis and respiration,H5,NADH dehydrogenase
sll0522,NADH dehydrogenase subunit 4L,H,Photosynthesis and respiration,H5,NADH dehydrogenase
sll1484,type 2 NADH dehydrogenase,H,Photosynthesis and respiration,H5,NADH dehydrogenase
sll1732,"NADH dehydrogenase subunit 5 (involved in low CO2-inducible, high affinity CO2 uptake)",H,Photosynthesis and respiration,H5,NADH dehydrogenase
sll1733,"NADH dehydrogenase subunit 4 (involved in low CO2-inducible, high affinity CO2 uptake)",H,Photosynthesis and respiration,H5,NADH dehydrogenase
sll8031,NADH dehydrogenase subunit NdhK,H,Photosynthesis and respiration,H5,NADH dehydrogenase
slr0261,NADH dehydrogenase subunit 7,H,Photosynthesis and respiration,H5,NADH dehydrogenase
slr0331,NADH dehydrogenase subunit 4 (involved in photosystem-1 cyclic electron flow),H,Photosynthesis and respiration,H5,NADH dehydrogenase
slr0844,NADH dehydrogenase subunit 5,H,Photosynthesis and respiration,H5,NADH dehydrogenase
slr0851,type 2 NADH dehydrogenase,H,Photosynthesis and respiration,H5,NADH dehydrogenase
slr1279,NADH dehydrogenase subunit 3,H,Photosynthesis and respiration,H5,NADH dehydrogenase
slr1280,NADH dehydrogenase subunit NdhK,H,Photosynthesis and respiration,H5,NADH dehydrogenase
slr1281,NADH dehydrogenase subunit I,H,Photosynthesis and respiration,H5,NADH dehydrogenase
slr1291,NADH dehydrogenase subunit 4,H,Photosynthesis and respiration,H5,NADH dehydrogenase
slr1743,type 2 NADH dehydrogenase NdbB,H,Photosynthesis and respiration,H5,NADH dehydrogenase
slr2007,NADH dehydrogenase subunit 4,H,Photosynthesis and respiration,H5,NADH dehydrogenase
slr2009,NADH dehydrogenase subunit 4,H,Photosynthesis and respiration,H5,NADH dehydrogenase
ssr1386,NADH dehydrogenase subunit NdhL,H,Photosynthesis and respiration,H5,NADH dehydrogenase
sll0226,photosystem I assembly related protein,H,Photosynthesis and respiration,H6,Photosystem I
sll0629,alternative photosystem I reaction center subunit X,H,Photosynthesis and respiration,H6,Photosystem I
sll0634,photosystem I biogenesis protein BtpA,H,Photosynthesis and respiration,H6,Photosystem I
sll0819,"photosystem I reaction center subunit III precursor (PSI-F), plastocyanin (cyt c553) docking protein",H,Photosynthesis and respiration,H6,Photosystem I
slr0171,photosystem I assembly related protein Ycf37,H,Photosynthesis and respiration,H6,Photosystem I
slr0737,photosystem I subunit II,H,Photosynthesis and respiration,H6,Photosystem I
slr0823,photosystem I assembly related protein,H,Photosynthesis and respiration,H6,Photosystem I
slr1655,photosystem I subunit XI,H,Photosynthesis and respiration,H6,Photosystem I
slr1834,P700 apoprotein subunit Ia,H,Photosynthesis and respiration,H6,Photosystem I
slr1835,P700 apoprotein subunit Ib,H,Photosynthesis and respiration,H6,Photosystem I
sml0008,photosystem I subunit IX,H,Photosynthesis and respiration,H6,Photosystem I
smr0004,photosystem I subunit VIII,H,Photosynthesis and respiration,H6,Photosystem I
smr0005,photosystem I subunit XII,H,Photosynthesis and respiration,H6,Photosystem I
ssl0563,photosystem I subunit VII,H,Photosynthesis and respiration,H6,Photosystem I
ssr0390,photosystem I reaction center subunit X,H,Photosynthesis and respiration,H6,Photosystem I
ssr2831,photosystem I subunit IV,H,Photosynthesis and respiration,H6,Photosystem I
sll0247,"iron-stress chlorophyll-binding protein, homologous to psbC (CP43)",H,Photosynthesis and respiration,H7,Photosystem II
sll0258,cytochrome c550,H,Photosynthesis and respiration,H7,Photosystem II
sll0427,photosystem II manganese-stabilizing polypeptide,H,Photosynthesis and respiration,H7,Photosystem II
sll0849,photosystem II reaction center D2 protein,H,Photosynthesis and respiration,H7,Photosystem II
sll0851,photosystem II CP43 protein,H,Photosynthesis and respiration,H7,Photosystem II
sll1194,photosystem II 12 kDa extrinsic protein,H,Photosynthesis and respiration,H7,Photosystem II
sll1398,photosystem II reaction center 13 kDa protein,H,Photosynthesis and respiration,H7,Photosystem II
sll1418,photosystem II oxygen-evolving complex 23K protein PsbP homolog,H,Photosynthesis and respiration,H7,Photosystem II
sll1867,photosystem II D1 protein,H,Photosynthesis and respiration,H7,Photosystem II
slr0906,photosystem II core light harvesting protein,H,Photosynthesis and respiration,H7,Photosystem II
slr0927,photosystem II reaction center D2 protein,H,Photosynthesis and respiration,H7,Photosystem II
slr1181,photosystem II D1 protein,H,Photosynthesis and respiration,H7,Photosystem II
slr1311,photosystem II D1 protein,H,Photosynthesis and respiration,H7,Photosystem II
slr1645,photosystem II 11 kD protein,H,Photosynthesis and respiration,H7,Photosystem II
slr1739,photosystem II 13 kDa protein homolog,H,Photosynthesis and respiration,H7,Photosystem II
slr2034,"putative homolog of plant HCF136, which is essential for stability or assembly of photosystem II",H,Photosynthesis and respiration,H7,Photosystem II
sml0001,photosystem II reaction center PsbI protein,H,Photosynthesis and respiration,H7,Photosystem II
sml0002,photosystem II PsbX protein,H,Photosynthesis and respiration,H7,Photosystem II
sml0003,photosystem II reaction center M protein,H,Photosynthesis and respiration,H7,Photosystem II
sml0005,photosystem II PsbK protein,H,Photosynthesis and respiration,H7,Photosystem II
sml0007,photosystem II protein Y,H,Photosynthesis and respiration,H7,Photosystem II
smr0001,photosystem II PsbT protein,H,Photosynthesis and respiration,H7,Photosystem II
smr0006,cytochrome b559 b subunit,H,Photosynthesis and respiration,H7,Photosystem II
smr0007,photosystem II PsbL protein,H,Photosynthesis and respiration,H7,Photosystem II
smr0008,photosystem II PsbJ protein,H,Photosynthesis and respiration,H7,Photosystem II
smr0009,photosystem II PsbN protein,H,Photosynthesis and respiration,H7,Photosystem II
ssl2598,photosystem II PsbH protein,H,Photosynthesis and respiration,H7,Photosystem II
ssr3451,cytochrome b559 alpha subunit,H,Photosynthesis and respiration,H7,Photosystem II
sll0928,allophycocyanin-B,H,Photosynthesis and respiration,H8,Phycobilisome
sll1051,phycocyanin alpha-subunit phycocyanobilin lyase,H,Photosynthesis and respiration,H8,Phycobilisome
sll1471,phycobilisome rod-core linker polypeptide,H,Photosynthesis and respiration,H8,Phycobilisome
sll1577,phycocyanin beta subunit,H,Photosynthesis and respiration,H8,Phycobilisome
sll1578,phycocyanin alpha subunit,H,Photosynthesis and respiration,H8,Phycobilisome
sll1579,phycobilisome rod linker polypeptide,H,Photosynthesis and respiration,H8,Phycobilisome
sll1580,phycobilisome rod linker polypeptide,H,Photosynthesis and respiration,H8,Phycobilisome
sll1663,phycocyanin alpha phycocyanobilin lyase related protein,H,Photosynthesis and respiration,H8,Phycobilisome
slr0335,phycobilisome core-membrane linker polypeptide,H,Photosynthesis and respiration,H8,Phycobilisome
slr1459,phycobilisome core component,H,Photosynthesis and respiration,H8,Phycobilisome
slr1878,phycocyanin alpha-subunit phycocyanobilin lyase,H,Photosynthesis and respiration,H8,Phycobilisome
slr1986,allophycocyanin beta subunit,H,Photosynthesis and respiration,H8,Phycobilisome
slr2051,phycobilisome rod-core linker polypeptide,H,Photosynthesis and respiration,H8,Phycobilisome
slr2067,allophycocyanin alpha subunit,H,Photosynthesis and respiration,H8,Phycobilisome
ssl0452,phycobilisome degradation protein NblA,H,Photosynthesis and respiration,H8,Phycobilisome
ssl0453,phycobilisome degradation protein NblA,H,Photosynthesis and respiration,H8,Phycobilisome
ssl3093,phycobilisome small rod linker polypeptide,H,Photosynthesis and respiration,H8,Phycobilisome
ssr3383,phycobilisome small core linker polypeptide,H,Photosynthesis and respiration,H8,Phycobilisome
sll0199,plastocyanin,H,Photosynthesis and respiration,H9,Soluble electron carriers
sll0248,flavodoxin,H,Photosynthesis and respiration,H9,Soluble electron carriers
sll0741,pyruvate flavodoxin oxidoreductase,H,Photosynthesis and respiration,H9,Soluble electron carriers
sll1245,cytochrome cM,H,Photosynthesis and respiration,H9,Soluble electron carriers
sll1382,"ferredoxin, petF-like protein",H,Photosynthesis and respiration,H9,Soluble electron carriers
sll1584,ferredoxin like protein,H,Photosynthesis and respiration,H9,Soluble electron carriers
sll1796,cytochrome c553,H,Photosynthesis and respiration,H9,Soluble electron carriers
slr0150,"ferredoxin, petF-like protein",H,Photosynthesis and respiration,H9,Soluble electron carriers
slr1643,ferredoxin-NADP oxidoreductase,H,Photosynthesis and respiration,H9,Soluble electron carriers
slr1828,"ferredoxin, petF-like protein",H,Photosynthesis and respiration,H9,Soluble electron carriers
slr2059,iron-sulfur cluster binding protein homolog,H,Photosynthesis and respiration,H9,Soluble electron carriers
ssl0020,"ferredoxin I, essential for growth",H,Photosynthesis and respiration,H9,Soluble electron carriers
ssl2559,ferredoxin,H,Photosynthesis and respiration,H9,Soluble electron carriers
ssl3044,probable ferredoxin,H,Photosynthesis and respiration,H9,Soluble electron carriers
ssr3184,4Fe-4S type iron-sulfur protein,H,Photosynthesis and respiration,H9,Soluble electron carriers
sll0368,uracil phosphoribosyltransferase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I2,Interconversions and salvage of nucleosides and nucleotides
sll1035,uracil phosphoribosyltransferase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I2,Interconversions and salvage of nucleosides and nucleotides
sll1430,adenine phosphoribosyltransferase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I2,Interconversions and salvage of nucleosides and nucleotides
sll1776,deoxyribose-phosphate aldolase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I2,Interconversions and salvage of nucleosides and nucleotides
sll1852,nucleoside diphosphate kinase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I2,Interconversions and salvage of nucleosides and nucleotides
sll5107,cytidine deaminase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I2,Interconversions and salvage of nucleosides and nucleotides
slr6034,cytidine deaminase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I2,Interconversions and salvage of nucleosides and nucleotides
sll0070,phosphoribosylglycinamide formyltransferase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
sll0398,deoxyguanosinetriphosphate triphosphohydrolase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
sll0421,adenylosuccinate lyase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
sll0469,ribose-phosphate pyrophosphokinase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
sll0509,"similar to 5',5'''-P-1,P-4-tetraphosphate phosphorylase II",I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
sll0578,phosphoribosylaminoimidazole carboxylase ATPase subunit,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
sll0757,amidophosphoribosyltransferase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
sll0901,phosphoribosylaminoimidazole carboxylase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
sll1056,phosphoribosylformyl glycinamidine synthetase II,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
sll1059,adenylate kinase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
sll1815,adenylate kinase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
sll1823,adenylosuccinate synthetase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
slr0213,GMP synthetase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
slr0477,phosphoribosylglycinamide formyltransferase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
slr0520,phosphoribosyl formylglycinamidine synthase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
slr0591,ribonucleoside-diphosphate reductase beta chain,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
slr0597,phosphoribosyl aminoimidazole carboxy formyl formyltransferase/inosinemonophosphate cyclohydrolase (PUR-H(J)),I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
slr0838,phosphoribosyl formylglycinamidine cyclo-ligase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
slr0861,glycinamide ribonucleotide transformylase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
slr1123,guanylate kinase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
slr1159,glycinamide ribonucleotide synthetase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
slr1164,ribonucleotide reductase subunit alpha,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
slr1226,phosphoribosyl aminoidazole succinocarboxamide synthetase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
slr1722,inosine-5'-monophosphate dehydrogenase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I3,Purine ribonucleotide biosynthesis
sll0144,uridine monophosphate kinase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I4,Pyrimidine ribonucleotide biosynthesis
sll0838,orotidine 5' monophosphate decarboxylase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I4,Pyrimidine ribonucleotide biosynthesis
sll1018,dihydroorotase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I4,Pyrimidine ribonucleotide biosynthesis
sll1258,dCTP deaminase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I4,Pyrimidine ribonucleotide biosynthesis
sll1443,CTP synthetase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I4,Pyrimidine ribonucleotide biosynthesis
sll1631,putative cytidine and deoxycytidylate deaminase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I4,Pyrimidine ribonucleotide biosynthesis
sll1635,Thy1 protein homolog,I,"Purines, pyrimidines, nucleosides, and nucleotides",I4,Pyrimidine ribonucleotide biosynthesis
slr0185,orotate phosphoribosyltransferase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I4,Pyrimidine ribonucleotide biosynthesis
slr0406,dihydroorotase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I4,Pyrimidine ribonucleotide biosynthesis
slr1237,cytosine deaminase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I4,Pyrimidine ribonucleotide biosynthesis
slr1418,dihydroorotate dehydrogenase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I4,Pyrimidine ribonucleotide biosynthesis
slr1476,aspartate carbamoyltransferase,I,"Purines, pyrimidines, nucleosides, and nucleotides",I4,Pyrimidine ribonucleotide biosynthesis
sll0030,"cmp operon transcriptional regulator, LysR family protein",J,Regulatory functions,,
sll0038,"positive phototaxis protein, two-component response regulator PatA subfamily",J,Regulatory functions,,
sll0039,"positive phototaxis protein, two-component response regulator CheY subfamily",J,Regulatory functions,,
sll0043,"positive phototaxis protein, homologous to chemotaxis protein CheA, two-component hybrid histidine kinase",J,Regulatory functions,,
sll0094,two-component sensor histidine kinase,J,Regulatory functions,,
sll0337,"phosphate sensor, two-component sensor histidine kinase",J,Regulatory functions,,
sll0396,two-component response regulator OmpR subfamily,J,Regulatory functions,,
sll0474,two-component hybrid sensor and regulator,J,Regulatory functions,,
sll0485,two-component response regulator NarL subfamily,J,Regulatory functions,,
sll0567,ferric uptake regulation protein,J,Regulatory functions,,
sll0594,transcriptional regulator,J,Regulatory functions,,
sll0646,guanylyl cyclase,J,Regulatory functions,,
sll0649,two-component response regulator OmpR subfamily,J,Regulatory functions,,
sll0690,probable transcription regulator,J,Regulatory functions,,
sll0750,"two-component sensor histidine kinase, KaiC-interacting protein, involved in circadian rhythm",J,Regulatory functions,,
sll0776,serine/threonine kinase,J,Regulatory functions,,
sll0782,transcriptional regulator,J,Regulatory functions,,
sll0789,two-component response regulator OmpR subfamily,J,Regulatory functions,,
sll0790,two-component sensor histidine kinase,J,Regulatory functions,,
sll0792,Zinc-responsive repressor ZiaR,J,Regulatory functions,,
sll0797,"redox-responsive and/or Ni(II)-responsive regulator, two-component response regulator OmpR subfamily",J,Regulatory functions,,
sll0798,"Ni(II)-sensor and/or redox sensor, two-component sensor histidine kinase",J,Regulatory functions,,
sll0921,two-component response regulator NarL subfamily,J,Regulatory functions,,
sll0998,LysR family transcriptional regulator,J,Regulatory functions,,
sll1003,two-component sensor histidine kinase,J,Regulatory functions,,
sll1005,MazG protein homolog,J,Regulatory functions,,
sll1124,"two-component sensor histidine kinase, phytochrome-like protein",J,Regulatory functions,,
sll1161,probable adenylate cyclase,J,Regulatory functions,,
sll1205,transcriptional regulator,J,Regulatory functions,,
sll1228,two-component hybrid sensor and regulator,J,Regulatory functions,,
sll1229,two-component hybrid sensor and regulator,J,Regulatory functions,,
sll1286,transcriptional regulator,J,Regulatory functions,,
sll1291,two-component response regulator PatA subfamily,J,Regulatory functions,,
sll1292,two-component response regulator CheY subfamily,J,Regulatory functions,,
sll1296,two-component hybrid sensor and regulator,J,Regulatory functions,,
sll1329,inositol monophosphate family protein,J,Regulatory functions,,
sll1330,two-component system response regulator OmpR subfamily,J,Regulatory functions,,
sll1334,two-component sensor histidine kinase,J,Regulatory functions,,
sll1353,two-component sensor histidine kinase,J,Regulatory functions,,
sll1371,"cAMP receptor protein, essential for motility",J,Regulatory functions,,
sll1383,probable myo-inositol-1(or 4)-monophosphatase,J,Regulatory functions,,
sll1387,serine/threonine protein phosphatase PppA,J,Regulatory functions,,
sll1392,transcriptional regulator,J,Regulatory functions,,
sll1408,transcriptional regulator,J,Regulatory functions,,
sll1423,global nitrogen regulator,J,Regulatory functions,,
sll1475,a part of phytochrome-like sensor histidine kinase gene (disrupted by insertion of IS),J,Regulatory functions,,
sll1544,two-component response regulator NarL subfamily,J,Regulatory functions,,
sll1555,two-component hybrid sensor and regulator,J,Regulatory functions,,
sll1574,"a part of spkA: serine/threonine protein kinase, regulates cellular motility ( disrupted by frameshift mutation)",J,Regulatory functions,,
sll1575,"a part of spkA: serine/threonine protein kinase, regulates cellular motility ( disrupted by frameshift mutation)",J,Regulatory functions,,
sll1590,two-component sensor histidine kinase,J,Regulatory functions,,
sll1592,two-component response regulator NarL subfamily,J,Regulatory functions,,
sll1594,"ndhF3 operon transcriptional regulator, LysR family protein",J,Regulatory functions,,
sll1624,two-component response regulator,J,Regulatory functions,,
sll1626,LexA repressor,J,Regulatory functions,,
sll1670,heat-inducible transcription repressor HrcA homolog,J,Regulatory functions,,
sll1672,two-component hybrid sensor and regulator,J,Regulatory functions,,
sll1673,two-component response regulator,J,Regulatory functions,,
sll1708,two-component response regulator NarL subfamily,J,Regulatory functions,,
sll1742,transcription antitermination protein NusG,J,Regulatory functions,,
sll1771,protein serin-threonin phosphatase,J,Regulatory functions,,
sll1871,two-component system sensory histidine kinase,J,Regulatory functions,,
sll1872,transcriptional regulator,J,Regulatory functions,,
sll1879,two-component response regulator,J,Regulatory functions,,
sll1888,two-component sensor histidine kinase,J,Regulatory functions,,
sll1905,two-component hybrid sensor and regulator,J,Regulatory functions,,
sll1924,cAMP receptor protein sycrp1 homolog,J,Regulatory functions,,
sll1937,ferric uptake regulation protein,J,Regulatory functions,,
sll1957,transcriptional regulator,J,Regulatory functions,,
sll2014,sugar fermentation stimulation protein,J,Regulatory functions,,
sll5035,transcriptional regulatory protein ArsR family,J,Regulatory functions,,
sll5059,two-component response regulator,J,Regulatory functions,,
sll5060,two-component hybrid sensor & regulator,J,Regulatory functions,,
sll5086,transcriptional regulatory protein GntR family,J,Regulatory functions,,
slr0073,two-component sensor histidine kinase,J,Regulatory functions,,
slr0081,two-component response regulator OmpR subfamily,J,Regulatory functions,,
slr0115,response regulator for energy transfer from phycobilisomes to photosystems,J,Regulatory functions,,
slr0152,serine/threonine protein kinase,J,Regulatory functions,,
slr0210,two-component sensor histidine kinase,J,Regulatory functions,,
slr0222,two-component hybrid sensor and regulator,J,Regulatory functions,,
slr0240,transcriptional regulator,J,Regulatory functions,,
slr0311,two-component sensor histidine kinase,J,Regulatory functions,,
slr0312,two-component response regulator NarL subfamily,J,Regulatory functions,,
slr0321,GTP-binding protein ERA homolog,J,Regulatory functions,,
slr0322,two-component hybrid sensor and regulator,J,Regulatory functions,,
slr0418,putative transcripton factor DevT homolog,J,Regulatory functions,,
slr0449,probable transcriptional regulator,J,Regulatory functions,,
slr0473,"cyanobacterial phytochrome 1, two-component sensor histidine kinase",J,Regulatory functions,,
slr0474,"two-component response regulator CheY subfamily,  regulator for phytochrome 1 (Cph1)",J,Regulatory functions,,
slr0484,two-component sensor histidine kinase,J,Regulatory functions,,
slr0527,transcription regulator ExsB homolog,J,Regulatory functions,,
slr0533,two-component sensor histidine kinase,J,Regulatory functions,,
slr0599,serine/threonine kinase,J,Regulatory functions,,
slr0640,two-component sensor histidine kinase,J,Regulatory functions,,
slr0687,probable two-component response regulator,J,Regulatory functions,,
slr0701,transcriptional regulator,J,Regulatory functions,,
slr0724,HtaR suppressor protein homolog,J,Regulatory functions,,
slr0741,transcriptional regulator,J,Regulatory functions,,
slr0835,MoxR protein homolog,J,Regulatory functions,,
slr0895,transcriptional regulator,J,Regulatory functions,,
slr0947,response regulator for energy transfer from phycobilisomes to photosystems,J,Regulatory functions,,
slr1037,two-component response regulator CheY subfamily,J,Regulatory functions,,
slr1041,two-component response regulator PatA subfamily,J,Regulatory functions,,
slr1042,two-component response regulator CheY subfamily,J,Regulatory functions,,
slr1090,GTP-binding protein,J,Regulatory functions,,
slr1147,two-component sensor histidine kinase,J,Regulatory functions,,
slr1212,similar to two-component sensor histidine kinase,J,Regulatory functions,,
slr1213,two-component response regulator AraC subfamily,J,Regulatory functions,,
slr1214,two-component response regulator PatA subfamily,J,Regulatory functions,,
slr1225,serine/threonine kinase,J,Regulatory functions,,
slr1234,protein kinase C inhibitor,J,Regulatory functions,,
slr1245,transcriptional regulator,J,Regulatory functions,,
slr1285,two-component sensor histidine kinase,J,Regulatory functions,,
slr1305,two-component response regulator,J,Regulatory functions,,
slr1324,two-component hybrid sensor and regulator,J,Regulatory functions,,
slr1325,GTP pyrophosphokinase,J,Regulatory functions,,
slr1393,"phytochrome-like protein, two-component sensor histidine kinase",J,Regulatory functions,,
slr1400,two-component hybrid sensor and regulator,J,Regulatory functions,,
slr1414,two-component sensor histidine kinase,J,Regulatory functions,,
slr1416,similar to MorR protein,J,Regulatory functions,,
slr1443,serine/threonine kinase,J,Regulatory functions,,
slr1489,transcriptional regulator,J,Regulatory functions,,
slr1584,two-component transcription regulator OmpR subfamily,J,Regulatory functions,,
slr1588,two-component transcription regulator,J,Regulatory functions,,
slr1594,two-component response regulator PatA subfamily,J,Regulatory functions,,
slr1666,pleiotropic regulatory protein homolog,J,Regulatory functions,,
slr1693,two-component response regulator PatA subfamily,J,Regulatory functions,,
slr1694,expression activator appA homolog,J,Regulatory functions,,
slr1697,serine/threonine kinase,J,Regulatory functions,,
slr1738,transcription regulator Fur family,J,Regulatory functions,,
slr1759,two-component hybrid sensor and regulator,J,Regulatory functions,,
slr1760,two-component response regulator,J,Regulatory functions,,
slr1783,two-component response regulator NarL subfamily,J,Regulatory functions,,
slr1805,two-component sensor histidine kinase,J,Regulatory functions,,
slr1837,two-component system response regulator OmpR subfamily,J,Regulatory functions,,
slr1860,carbon metabolisms regulatory protein IcfG,J,Regulatory functions,,
slr1871,transcriptional regulator,J,Regulatory functions,,
slr1909,two-component response regulator NarL subfamily,J,Regulatory functions,,
slr1969,two-component sensor histidine kinase,J,Regulatory functions,,
slr1975,N-acylglucosamine 2-epimerase,J,Regulatory functions,,
slr1982,two-component response regulator CheY subfamily,J,Regulatory functions,,
slr1983,two-component hybrid sensor and regulator,J,Regulatory functions,,
slr1991,adenylate cyclase,J,Regulatory functions,,
slr2024,two-component response regulator CheY subfamily,J,Regulatory functions,,
slr2041,probable two-component response regulator,J,Regulatory functions,,
slr2098,two-component hybrid sensor and regulator,J,Regulatory functions,,
slr2099,two-component hybrid sensor and regulator,J,Regulatory functions,,
slr2100,two-component response regulator,J,Regulatory functions,,
slr2104,two-component hybrid sensor and regulator,J,Regulatory functions,,
slr6001,two-component hybrid sensor and regulator,J,Regulatory functions,,
slr6040,two-component response regulator,J,Regulatory functions,,
slr6041,two-component sensor histidine kinase,J,Regulatory functions,,
slr6056,probable transcriptional regulator,J,Regulatory functions,,
slr6110,putative signalling protein,J,Regulatory functions,,
slr8026,transcriptional regulatory protein MarR family,J,Regulatory functions,,
ssl0564,transcriptional regulator,J,Regulatory functions,,
sll0021,probable exonuclease,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0270,primosomal protein N',K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0377,transcription-repair coupling factor,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0459,excinuclease ABC subunit B,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0569,RecA gene product,K2,"DNA replication, restriction, modification, recombination, and repair",,
